Estimate,Est.Error,Q2.5,Q97.5,Group,WeeksNom,TimeNom,Diet,Sex,Geno,Time,Weeks
24.994382705455532,0.9587143947493092,23.103571590455015,26.862834469003868,InsRCre.Male.LFD,9,15,LFD,Male,InsRCre,15,9
21.478458889781923,0.9534375459034217,19.6129622691333,23.349775618534345,InsRCre.Male.LFD,9,30,LFD,Male,InsRCre,30,9
14.572702805901711,0.9574515847636145,12.68808487322138,16.446454095565386,InsRCre.Male.LFD,9,60,LFD,Male,InsRCre,60,9
12.017728220633824,0.9561208444517709,10.143378184907101,13.89024843648178,InsRCre.Male.LFD,9,90,LFD,Male,InsRCre,90,9
10.781735970555612,0.9577327083932703,8.897920478816127,12.65933504012943,InsRCre.Male.LFD,9,120,LFD,Male,InsRCre,120,9
9.511126754377615,1.0850945345890757,7.3818890879392844,11.636370735398604,InsRCre.Male.LFD,21,0,LFD,Male,InsRCre,0,21
26.74938471043984,1.0896614911604074,24.612012118701983,28.889956482978967,InsRCre.Male.LFD,21,15,LFD,Male,InsRCre,15,21
22.617205497848555,1.0929786748849095,20.477656375163182,24.7591352768746,InsRCre.Male.LFD,21,30,LFD,Male,InsRCre,30,21
17.45164454142455,1.0947405631229,15.302649912027896,19.600151336467302,InsRCre.Male.LFD,21,60,LFD,Male,InsRCre,60,21
14.035599170304021,1.0885834421405542,11.912800928554192,16.173764034488993,InsRCre.Male.LFD,21,90,LFD,Male,InsRCre,90,21
13.06813867799131,1.0920120117350531,10.926777226029419,15.211117649308287,InsRCre.Male.LFD,21,120,LFD,Male,InsRCre,120,21
8.872510336582542,1.1496621959703122,6.607637237597465,11.124032449860728,InsRCre.Male.LFD,39,0,LFD,Male,InsRCre,0,39
24.41773209846874,1.151312802561778,22.153442598532077,26.668506403918386,InsRCre.Male.LFD,39,15,LFD,Male,InsRCre,15,39
24.09791705125554,1.1534515176400377,21.83102100493202,26.363887737580832,InsRCre.Male.LFD,39,30,LFD,Male,InsRCre,30,39
17.317520429010806,1.1531921561776146,15.041551022624184,19.575154897566506,InsRCre.Male.LFD,39,60,LFD,Male,InsRCre,60,39
14.720883736582042,1.1602493395356885,12.436762133346601,16.988281777722854,InsRCre.Male.LFD,39,90,LFD,Male,InsRCre,90,39
11.52582205238114,1.1551927748538529,9.263930381646787,13.78323069026514,InsRCre.Male.LFD,39,120,LFD,Male,InsRCre,120,39
8.133800094355669,0.7656437347144691,6.634737368369697,9.634655199518168,WTCre.Female.LFD,4,0,LFD,Female,WTCre,0,4
17.786387257971782,0.7651881935314659,16.29029297919711,19.285210003985405,WTCre.Female.LFD,4,15,LFD,Female,WTCre,15,4
11.945958790274359,0.7678531024909765,10.439497330793111,13.443239266394148,WTCre.Female.LFD,4,30,LFD,Female,WTCre,30,4
10.311484088044637,0.7680976923346929,8.805438692978512,11.82193441367287,WTCre.Female.LFD,4,60,LFD,Female,WTCre,60,4
9.860303500574345,0.7690895887866028,8.353219285593278,11.366235322832733,WTCre.Female.LFD,4,90,LFD,Female,WTCre,90,4
9.651838964514146,0.7670761444822628,8.152616367157972,11.148181598307769,WTCre.Female.LFD,4,120,LFD,Female,WTCre,120,4
9.073397344420494,0.6450170386974672,7.811990214901984,10.339390873390828,WTCre.Female.LFD,9,0,LFD,Female,WTCre,0,9
21.475460409726935,0.6456442885456243,20.211999684572294,22.743826653721495,WTCre.Female.LFD,9,15,LFD,Female,WTCre,15,9
15.156117435169355,0.6439181868824532,13.899771534047563,16.417881708915324,WTCre.Female.LFD,9,30,LFD,Female,WTCre,30,9
11.575294136712033,0.6434385175555585,10.313754646477998,12.837892450806786,WTCre.Female.LFD,9,60,LFD,Female,WTCre,60,9
10.151957061162538,0.6465623089099573,8.885504202416538,11.422172161281079,WTCre.Female.LFD,9,90,LFD,Female,WTCre,90,9
9.994907485704086,0.6471718226768441,8.722859683549903,11.264293634852342,WTCre.Female.LFD,9,120,LFD,Female,WTCre,120,9
8.950709006639679,0.8647471302785319,7.249266334303529,10.640004010883645,WTCre.Female.LFD,21,0,LFD,Female,WTCre,0,21
20.40049727914966,0.8658058383483298,18.70265069531476,22.09600121307378,WTCre.Female.LFD,21,15,LFD,Female,WTCre,15,21
14.146425110668666,0.8684880574899527,12.44535320862078,15.85484219727672,WTCre.Female.LFD,21,30,LFD,Female,WTCre,30,21
10.679337591756582,0.8664588660055446,8.975896717355722,12.37032429085296,WTCre.Female.LFD,21,60,LFD,Female,WTCre,60,21
9.785400413742424,0.8686838967760928,8.083546244529566,11.488608144316927,WTCre.Female.LFD,21,90,LFD,Female,WTCre,90,21
9.013323493523089,0.8682986973440293,7.314116211458662,10.71401287581841,WTCre.Female.LFD,21,120,LFD,Female,WTCre,120,21
8.689353302242685,1.0404891120503381,6.6516376311012495,10.728485554075723,WTCre.Female.LFD,39,0,LFD,Female,WTCre,0,39
22.91694263056418,1.0415405332081802,20.88002223959206,24.956923895891656,WTCre.Female.LFD,39,15,LFD,Female,WTCre,15,39
17.969390330163098,1.0423470330589086,15.929321281747194,20.015432500880657,WTCre.Female.LFD,39,30,LFD,Female,WTCre,30,39
14.859548144275852,1.0409909494242264,12.82022850170357,16.899009785997535,WTCre.Female.LFD,39,60,LFD,Female,WTCre,60,39
11.962379570757548,1.0415829913660426,9.915806476571692,14.00111500677888,WTCre.Female.LFD,39,90,LFD,Female,WTCre,90,39
10.078418046963257,1.039453311989594,8.055466796973128,12.112362416465983,WTCre.Female.LFD,39,120,LFD,Female,WTCre,120,39
8.943562856460352,0.9581380444980883,7.068354517383214,10.82131852692696,WTCre.Male.LFD,4,0,LFD,Male,WTCre,0,4
24.157711463370234,0.9676479491812106,22.26042820380927,26.057336419175897,WTCre.Male.LFD,4,15,LFD,Male,WTCre,15,4
16.95239294909254,0.9667480919503115,15.0493101532896,18.843795653001262,WTCre.Male.LFD,4,30,LFD,Male,WTCre,30,4
11.994274719635236,0.9661093309421032,10.099601449067885,13.894078070227312,WTCre.Male.LFD,4,60,LFD,Male,WTCre,60,4
11.386443809701493,0.9674037214558359,9.492444817405785,13.284461567528242,WTCre.Male.LFD,4,90,LFD,Male,WTCre,90,4
10.997392171235617,0.9653752026339624,9.107147703683308,12.89122285942128,WTCre.Male.LFD,4,120,LFD,Male,WTCre,120,4
9.2457375668312,0.7785656086535427,7.712117400070172,10.769371080478177,WTCre.Male.LFD,9,0,LFD,Male,WTCre,0,9
24.15998848835913,0.7797682868426323,22.639237378957098,25.693921731623725,WTCre.Male.LFD,9,15,LFD,Male,WTCre,15,9
19.540505360971387,0.7792670854037513,18.01435153901669,21.073633798945274,WTCre.Male.LFD,9,30,LFD,Male,WTCre,30,9
15.3424935382168,0.7781916942814034,13.820447552217413,16.870329019147555,WTCre.Male.LFD,9,60,LFD,Male,WTCre,60,9
13.193818080630548,0.7788440899251589,11.668820228507633,14.72075628842391,WTCre.Male.LFD,9,90,LFD,Male,WTCre,90,9
11.755479533477471,0.777659473468373,10.232391547153636,13.288862143729093,WTCre.Male.LFD,9,120,LFD,Male,WTCre,120,9
10.830317803043535,1.060721071570469,8.750183593937916,12.913398948931354,WTCre.Male.LFD,21,0,LFD,Male,WTCre,0,21
26.071141447842653,1.0595540606875054,23.979753668372716,28.143220368228352,WTCre.Male.LFD,21,15,LFD,Male,WTCre,15,21
21.62914063866246,1.059162773172587,19.549700247458976,23.702030519533306,WTCre.Male.LFD,21,30,LFD,Male,WTCre,30,21
18.686349305814115,1.06530909174398,16.597965213523214,20.78521419129478,WTCre.Male.LFD,21,60,LFD,Male,WTCre,60,21
15.00152186073526,1.0617554479509022,12.926594958506731,17.082179564564353,WTCre.Male.LFD,21,90,LFD,Male,WTCre,90,21
13.978547555782269,1.062703674205691,11.899269879796044,16.05801996315845,WTCre.Male.LFD,21,120,LFD,Male,WTCre,120,21
10.729401319631043,1.0592886063408151,8.647359028355163,12.798827263774678,WTCre.Male.LFD,39,0,LFD,Male,WTCre,0,39
25.991653825764864,1.0700144369770943,23.892152527082224,28.091136074906164,WTCre.Male.LFD,39,15,LFD,Male,WTCre,15,39
23.521843021121352,1.0599378095039396,21.452025799764385,25.591897989362703,WTCre.Male.LFD,39,30,LFD,Male,WTCre,30,39
19.737569743236516,1.0632300003859672,17.65752398346424,21.821833318482504,WTCre.Male.LFD,39,60,LFD,Male,WTCre,60,39
18.74923666995783,1.0623258234779258,16.662905898240925,20.83311763295754,WTCre.Male.LFD,39,90,LFD,Male,WTCre,90,39
17.3152077546874,1.0629020081772511,15.234330734778036,19.392842405760867,WTCre.Male.LFD,39,120,LFD,Male,WTCre,120,39
